selection,library,pre_selection_sample,post_selection_sample,pre_selection_date,post_selection_date,min_pre_selection_count,pre_count_median,pre_count_q1,pre_count_q3,pre_count_min,pre_count_max,post_count_median,post_count_q1,post_count_q3,post_count_min,post_count_max
Lib1-250605-high_ACE2_2,Lib1,Lib1-250605-VSVG_2,Lib1-250605-X15_2,2025-06-05,2025-06-05,49.885486,0.0,0.0,1.0,0,487766,0.0,0.0,0.0,0,14552
