selection,library,pre_selection_sample,post_selection_sample,pre_selection_date,post_selection_date,min_pre_selection_count,pre_count_median,pre_count_q1,pre_count_q3,pre_count_min,pre_count_max,post_count_median,post_count_q1,post_count_q3,post_count_min,post_count_max
Lib1-250608-high_ACE2_4,Lib1,Lib1-250605-VSVG_4,Lib1-250605-X15_4,2025-06-05,2025-06-05,23.147956999999998,0.0,0.0,0.0,0,444533,0.0,0.0,0.0,0,19840
