Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
C77_1_DKDL250004170-1A_22YNKMLT3_L8_1	(0.0, 2.4666012935103842e-05)	(1.0, 1.2333006467551921e-05)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 2.4666012935103842e-05)	(7.0, 2.4666012935103842e-05)	(8.0, 1.2333006467551921e-05)	(9.0, 1.2333006467551921e-05)	(10.0, 1.2333006467551921e-05)	(11.0, 1.2333006467551921e-05)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 3.699901940265577e-05)	(15.0, 6.166503233775961e-05)	(16.0, 7.399803880531154e-05)	(17.0, 7.399803880531154e-05)	(18.0, 4.9332025870207684e-05)	(19.0, 6.166503233775961e-05)	(20.0, 0.00017266209054572692)	(21.0, 0.0002589931358185903)	(22.0, 0.00035765718755900576)	(23.0, 0.000628983329845148)	(24.0, 0.0010359725432743613)	(25.0, 0.0014429617567035748)	(26.0, 0.001751286918392373)	(27.0, 0.0023062722094322093)	(28.0, 0.002787259461666734)	(29.0, 0.0031325836427581882)	(30.0, 0.003995894095486823)	(31.0, 0.004365884289513381)	(32.0, 0.004476881347721348)	(33.0, 0.0054635218651255014)	(34.0, 0.006277500291983928)	(35.0, 0.006783153557153558)	(36.0, 0.008324779365597548)	(37.0, 0.009743075109366018)	(38.0, 0.009582746025287843)	(39.0, 0.009175756811858629)	(40.0, 0.011531361047161046)	(41.0, 0.013183983913813004)	(42.0, 0.012863325745656655)	(43.0, 0.030129534800229348)	(44.0, 0.1123290229064629)	(45.0, 0.607955553817972)	(46.0, 1.9754516439465968)	(47.0, 4.914185091047804)	(48.0, 9.32195227052499)	(49.0, 13.140238739872597)	(50.0, 14.63857569561548)	(51.0, 14.24200787265135)	(52.0, 11.427443134665454)	(53.0, 9.001059775245757)	(54.0, 7.930295820726431)	(55.0, 5.92111340409108)	(56.0, 3.466623122931832)	(57.0, 1.4530624890005)	(58.0, 0.6454108944599272)	(59.0, 0.33284317854629125)	(60.0, 0.18801668359782905)	(61.0, 0.11459829609649247)	(62.0, 0.07211108881577609)	(63.0, 0.044411156289654474)	(64.0, 0.027736931545524274)	(65.0, 0.0157245832461287)	(66.0, 0.008559106488481034)	(67.0, 0.0070668127059072515)	(68.0, 0.005956842123827579)	(69.0, 0.0046372104317995225)	(70.0, 0.0038725640308113034)	(71.0, 0.0033669107656416745)	(72.0, 0.0023432712288348648)	(73.0, 0.0016649558731195095)	(74.0, 0.001430628750236023)	(75.0, 0.0013196316920280557)	(76.0, 0.0011593026079498806)	(77.0, 0.0008633104527286346)	(78.0, 0.0007153143751180115)	(79.0, 0.000616650323377596)	(80.0, 0.00046865424576697306)	(81.0, 0.0004316552263643173)	(82.0, 0.0004316552263643173)	(83.0, 0.00039465620696166147)	(84.0, 0.00029599215522124614)	(85.0, 0.0001849950970132788)	(86.0, 0.0001849950970132788)	(87.0, 0.00022199411641593458)	(88.0, 0.00023432712288348653)	(89.0, 0.00019732810348083073)	(90.0, 0.00014799607761062307)	(91.0, 0.00017266209054572692)	(92.0, 0.00020966110994838266)	(93.0, 0.0002589931358185903)	(94.0, 0.00032065816815634993)	(95.0, 0.0005919843104424923)	(96.0, 0.003243580700966155)	(97.0, 0.02253240281621736)	(98.0, 0.1006866648010939)	(99.0, 0.08136084366644002)	(100.0, 0.00044398823283186916)
C77_2_DKDL250004171-1A_22YNKMLT3_L8_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 1.2115330678864382e-05)	(7.0, 1.2115330678864382e-05)	(8.0, 0.0)	(9.0, 1.2115330678864382e-05)	(10.0, 1.2115330678864382e-05)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 6.057665339432191e-05)	(16.0, 0.00010903797610977944)	(17.0, 8.480731475205067e-05)	(18.0, 9.692264543091506e-05)	(19.0, 0.00015749929882523695)	(20.0, 0.000254421944256152)	(21.0, 0.0003028832669716096)	(22.0, 0.00048461322715457526)	(23.0, 0.0007753811634473205)	(24.0, 0.0011630717451709806)	(25.0, 0.0015023010041791834)	(26.0, 0.0014053783587482684)	(27.0, 0.0015628776575735053)	(28.0, 0.002289797498305368)	(29.0, 0.003113639984468146)	(30.0, 0.003561907219586128)	(31.0, 0.003998059124025247)	(32.0, 0.004797670948830295)	(33.0, 0.0055124754588832935)	(34.0, 0.0062636259609728856)	(35.0, 0.006893623156273834)	(36.0, 0.008892652718286457)	(37.0, 0.009837648511237878)	(38.0, 0.012006292702754603)	(39.0, 0.01421128288630792)	(40.0, 0.024727389915562205)	(41.0, 0.027489685310343286)	(42.0, 0.020608177484748313)	(43.0, 0.039629246650565386)	(44.0, 0.12647193695666528)	(45.0, 0.5613275010131445)	(46.0, 2.0492597230071947)	(47.0, 5.546567999413618)	(48.0, 10.022492111405313)	(49.0, 13.778535389789562)	(50.0, 15.157817326255557)	(51.0, 13.2312616723639)	(52.0, 8.827932621799963)	(53.0, 5.227219998049431)	(54.0, 3.2182074035574244)	(55.0, 1.9806869513648222)	(56.0, 2.356904314935598)	(57.0, 3.181800834867437)	(58.0, 3.912815657368756)	(59.0, 3.4881975477359175)	(60.0, 2.4330007069295454)	(61.0, 1.8106604006176394)	(62.0, 1.1437235620768342)	(63.0, 0.6564328468422299)	(64.0, 0.38250522019310623)	(65.0, 0.21652518989266423)	(66.0, 0.11868177933015549)	(67.0, 0.06298760419941592)	(68.0, 0.02742910865694896)	(69.0, 0.01138841083813252)	(70.0, 0.008129386885518)	(71.0, 0.005815358725854903)	(72.0, 0.004131327761492754)	(73.0, 0.00304094800039496)	(74.0, 0.0023019128289842325)	(75.0, 0.0015628776575735053)	(76.0, 0.0010419184383823367)	(77.0, 0.0007632658327684561)	(78.0, 0.0006178818646220834)	(79.0, 0.0003998059124025246)	(80.0, 0.00033922925900820266)	(81.0, 0.00027865260561388077)	(82.0, 0.000254421944256152)	(83.0, 0.0002665372749350164)	(84.0, 0.00027865260561388077)	(85.0, 0.0003149985976504739)	(86.0, 0.00024230661357728763)	(87.0, 0.000254421944256152)	(88.0, 0.00029076793629274515)	(89.0, 0.0002059606215406945)	(90.0, 0.00015749929882523695)	(91.0, 0.00019384529086183012)	(92.0, 0.00029076793629274515)	(93.0, 0.0002665372749350164)	(94.0, 0.00037557525104479585)	(95.0, 0.0010540337690612012)	(96.0, 0.004264596398960262)	(97.0, 0.026581035509428454)	(98.0, 0.11309661188719901)	(99.0, 0.09022286756550306)	(100.0, 0.00029076793629274515)
C77_3_DKDL250004186-1A_22YNKMLT3_L5_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 1.3844509544404881e-05)	(10.0, 1.3844509544404881e-05)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.3844509544404881e-05)	(15.0, 5.5378038177619524e-05)	(16.0, 8.306705726642928e-05)	(17.0, 9.691156681083414e-05)	(18.0, 0.00012460058589964393)	(19.0, 0.00015228960498845368)	(20.0, 0.00015228960498845368)	(21.0, 0.00031842371952131224)	(22.0, 0.0006230029294982196)	(23.0, 0.0007337590058534586)	(24.0, 0.0008722041012975074)	(25.0, 0.0010798717444635807)	(26.0, 0.0013429174258072735)	(27.0, 0.001952075845761088)	(28.0, 0.002422789170270854)	(29.0, 0.002533545246626093)	(30.0, 0.0030596366093134787)	(31.0, 0.0033780603288347906)	(32.0, 0.0037241730674449124)	(33.0, 0.004277953449221108)	(34.0, 0.005108624021885401)	(35.0, 0.006257718314071006)	(36.0, 0.006769965167213987)	(37.0, 0.010369537648759256)	(38.0, 0.017374859478228127)	(39.0, 0.015879652447432398)	(40.0, 0.01676570105827431)	(41.0, 0.018856221999479447)	(42.0, 0.018800843961301827)	(43.0, 0.033683691721537075)	(44.0, 0.12808940230483395)	(45.0, 0.6179912170431451)	(46.0, 2.3724228445483093)	(47.0, 5.839932549549499)	(48.0, 10.873450107156504)	(49.0, 15.611705809709985)	(50.0, 17.453800871650323)	(51.0, 16.70111642124966)	(52.0, 12.469403633906866)	(53.0, 7.960274564313284)	(54.0, 5.110340741068907)	(55.0, 2.4263887427523994)	(56.0, 1.1110080464289473)	(57.0, 0.4585855341488672)	(58.0, 0.1705366685679793)	(59.0, 0.07622786955149327)	(60.0, 0.03930456259656545)	(61.0, 0.021320544698383515)	(62.0, 0.01216932388953189)	(63.0, 0.008334394745731737)	(64.0, 0.006562297524047913)	(65.0, 0.0044994656019315855)	(66.0, 0.002768901908880976)	(67.0, 0.001993609374394303)	(68.0, 0.0016890301644173953)	(69.0, 0.0014536735021625125)	(70.0, 0.0010660272349191757)	(71.0, 0.000692225477220244)	(72.0, 0.0005399358722317903)	(73.0, 0.00042917979587655126)	(74.0, 0.00030457920997690736)	(75.0, 0.00023535666225488295)	(76.0, 0.00030457920997690736)	(77.0, 0.0003322682290657171)	(78.0, 0.0002768901908880976)	(79.0, 0.0002076676431660732)	(80.0, 0.00011075607635523905)	(81.0, 0.00011075607635523905)	(82.0, 0.00012460058589964393)	(83.0, 6.92225477220244e-05)	(84.0, 9.691156681083414e-05)	(85.0, 0.00015228960498845368)	(86.0, 0.00015228960498845368)	(87.0, 0.00015228960498845368)	(88.0, 0.00012460058589964393)	(89.0, 0.00011075607635523905)	(90.0, 0.00016613411453285856)	(91.0, 0.0002215121527104781)	(92.0, 0.00016613411453285856)	(93.0, 0.0002907347004325025)	(94.0, 0.0007752925344866731)	(95.0, 0.001869008788494659)	(96.0, 0.007669858287600305)	(97.0, 0.03819700183301306)	(98.0, 0.15899034760794564)	(99.0, 0.12746639937533571)	(100.0, 0.0003322682290657171)
C77_4_DKDL250004187-1A_22YNKMLT3_L6_1	(0.0, 2.0907607609365604e-05)	(1.0, 1.0453803804682802e-05)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 1.0453803804682802e-05)	(10.0, 1.0453803804682802e-05)	(11.0, 1.0453803804682802e-05)	(12.0, 3.1361411414048405e-05)	(13.0, 6.272282282809681e-05)	(14.0, 0.00010453803804682802)	(15.0, 0.00012544564565619362)	(16.0, 0.00014635325326555924)	(17.0, 0.00022998368370302162)	(18.0, 0.0003867907407732637)	(19.0, 0.0006167744244762853)	(20.0, 0.0007317662663277962)	(21.0, 0.0009722037538355006)	(22.0, 0.001369448298413447)	(23.0, 0.0021848449951787055)	(24.0, 0.002812073223459674)	(25.0, 0.003104779729990792)	(26.0, 0.0038679074077326366)	(27.0, 0.004557858458841702)	(28.0, 0.005603238839309983)	(29.0, 0.006732249650215725)	(30.0, 0.008227143594285367)	(31.0, 0.009857936987815882)	(32.0, 0.011906882533533713)	(33.0, 0.012555018369424045)	(34.0, 0.01253411076181468)	(35.0, 0.014060366117298368)	(36.0, 0.015387999200493085)	(37.0, 0.016098857859211516)	(38.0, 0.01746830615762496)	(39.0, 0.0187227626141869)	(40.0, 0.020949422824584334)	(41.0, 0.023636050402387816)	(42.0, 0.024106471573598545)	(43.0, 0.0370169192723818)	(44.0, 0.1270450776383101)	(45.0, 0.6128542480495293)	(46.0, 2.040572048870278)	(47.0, 5.330833619767557)	(48.0, 9.629395929037907)	(49.0, 13.45594808891922)	(50.0, 15.183198730155546)	(51.0, 13.48427789722991)	(52.0, 9.096325111625717)	(53.0, 5.497498613825615)	(54.0, 3.6193368608648893)	(55.0, 2.662082046470085)	(56.0, 2.974964394344241)	(57.0, 3.2567571297032707)	(58.0, 3.204341757426591)	(59.0, 2.822840641378497)	(60.0, 2.2474528261649507)	(61.0, 1.634190879767039)	(62.0, 1.04225469313068)	(63.0, 0.572722095243352)	(64.0, 0.2832667216954899)	(65.0, 0.14234944640836572)	(66.0, 0.07556009390024729)	(67.0, 0.0403621364898803)	(68.0, 0.018586863164726023)	(69.0, 0.008425765866574338)	(70.0, 0.0065649887893408)	(71.0, 0.005017825826247745)	(72.0, 0.00380518458490454)	(73.0, 0.003010695495748647)	(74.0, 0.0023521058560536305)	(75.0, 0.0017457852353820282)	(76.0, 0.0014635325326555924)	(77.0, 0.0010244727728589147)	(78.0, 0.0007317662663277962)	(79.0, 0.0006585896396950165)	(80.0, 0.0006585896396950165)	(81.0, 0.0005749592092575542)	(82.0, 0.0003867907407732637)	(83.0, 0.00042860595599199486)	(84.0, 0.0004808749750154089)	(85.0, 0.00037633693696858086)	(86.0, 0.0002927065065311185)	(87.0, 0.00031361411414048405)	(88.0, 0.0003867907407732637)	(89.0, 0.0004913287788200917)	(90.0, 0.0005122363864294573)	(91.0, 0.0006063206206716026)	(92.0, 0.0007004048549137478)	(93.0, 0.0008781195195933553)	(94.0, 0.0015158015516790063)	(95.0, 0.0038156383887092233)	(96.0, 0.014300803604806074)	(97.0, 0.07228805330938158)	(98.0, 0.296741674799726)	(99.0, 0.23704000127118255)	(100.0, 0.001160372222319791)
VSVG_1_DKDL250004158-1A_22YNKMLT3_L8_1	(0.0, 1.3544637580629746e-05)	(1.0, 8.465398487893591e-06)	(2.0, 1.6930796975787182e-06)	(3.0, 0.0)	(4.0, 1.6930796975787182e-06)	(5.0, 3.3861593951574364e-06)	(6.0, 3.3861593951574364e-06)	(7.0, 3.3861593951574364e-06)	(8.0, 1.6930796975787182e-06)	(9.0, 0.0)	(10.0, 1.6930796975787182e-06)	(11.0, 1.6930796975787182e-06)	(12.0, 5.079239092736155e-06)	(13.0, 1.6930796975787183e-05)	(14.0, 1.86238766733659e-05)	(15.0, 1.3544637580629746e-05)	(16.0, 2.3703115766102054e-05)	(17.0, 3.3861593951574366e-05)	(18.0, 5.7564709717676426e-05)	(19.0, 9.142630366925078e-05)	(20.0, 0.00013206021641114002)	(21.0, 0.0001760802885481867)	(22.0, 0.00023364499826586312)	(23.0, 0.00033015054102785005)	(24.0, 0.0004181906853019434)	(25.0, 0.0005180823874590878)	(26.0, 0.0006975488354024319)	(27.0, 0.0009396592321561886)	(28.0, 0.0011191256800995328)	(29.0, 0.0013561568377605533)	(30.0, 0.0015508610029821058)	(31.0, 0.0016490596254416716)	(32.0, 0.0019876755649574154)	(33.0, 0.0023093607074973718)	(34.0, 0.003118652802939999)	(35.0, 0.0034995957348952105)	(36.0, 0.003552081205520151)	(37.0, 0.004617028335297165)	(38.0, 0.006894220528540541)	(39.0, 0.007667957950334015)	(40.0, 0.007867741354648303)	(41.0, 0.00944399855309409)	(42.0, 0.013754579463129508)	(43.0, 0.03198566164665714)	(44.0, 0.14545586297838284)	(45.0, 0.7127357602897131)	(46.0, 2.3999878775493655)	(47.0, 6.422371068383235)	(48.0, 12.113983543096031)	(49.0, 16.99979335962291)	(50.0, 18.79741564928802)	(51.0, 17.491881894485072)	(52.0, 12.159754259640374)	(53.0, 6.544492906969587)	(54.0, 3.798207587316564)	(55.0, 1.5063804131673177)	(56.0, 0.40896340095013933)	(57.0, 0.16589980032664586)	(58.0, 0.06145371378301473)	(59.0, 0.03287960772697871)	(60.0, 0.022646634034812936)	(61.0, 0.014761961883188844)	(62.0, 0.011765210818474514)	(63.0, 0.009703039746823634)	(64.0, 0.00812170330928511)	(65.0, 0.006919616724004221)	(66.0, 0.0056819754650741785)	(67.0, 0.004303808591245102)	(68.0, 0.0033946247936453297)	(69.0, 0.002752947588262996)	(70.0, 0.002201003606852334)	(71.0, 0.0015660987202603144)	(72.0, 0.0010700263688697498)	(73.0, 0.0007449550669346361)	(74.0, 0.0005553301408058196)	(75.0, 0.00039787372893099876)	(76.0, 0.0002708927516125949)	(77.0, 0.0002133280418949185)	(78.0, 0.00015914949157239952)	(79.0, 0.00013544637580629746)	(80.0, 0.00012528789762082516)	(81.0, 0.00010835710064503796)	(82.0, 9.311938336682951e-05)	(83.0, 8.465398487893591e-05)	(84.0, 7.44955066934636e-05)	(85.0, 9.989170215714437e-05)	(86.0, 0.00016084257126997825)	(87.0, 0.00018793184643123772)	(88.0, 0.00019301108552397387)	(89.0, 0.0002302588388707057)	(90.0, 0.0002421103967537567)	(91.0, 0.00026412043282228004)	(92.0, 0.00028613046889080335)	(93.0, 0.00026919967191501616)	(94.0, 0.00030983358465690544)	(95.0, 0.00042496300409225826)	(96.0, 0.0008313021315111507)	(97.0, 0.003618111313725721)	(98.0, 0.014888942860507248)	(99.0, 0.012041182809179844)	(100.0, 0.0003233782222375352)
VSVG_2_DKDL250004159-1A_22YNKMLT3_L8_1	(0.0, 5.476006446519069e-06)	(1.0, 4.107004834889302e-06)	(2.0, 4.107004834889302e-06)	(3.0, 2.7380032232595345e-06)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 1.3690016116297673e-06)	(9.0, 1.3690016116297673e-06)	(10.0, 0.0)	(11.0, 5.476006446519069e-06)	(12.0, 8.214009669778604e-06)	(13.0, 5.476006446519069e-06)	(14.0, 9.583011281408372e-06)	(15.0, 1.7797020951186975e-05)	(16.0, 2.6011030620965577e-05)	(17.0, 4.1070048348893016e-05)	(18.0, 6.297407413496929e-05)	(19.0, 8.487809992104557e-05)	(20.0, 0.00012731714988156834)	(21.0, 0.00017112520145372092)	(22.0, 0.00023683727881194973)	(23.0, 0.0003395123996841823)	(24.0, 0.00045724653828434225)	(25.0, 0.0005243276172542009)	(26.0, 0.0006653347832520669)	(27.0, 0.0008679470217732724)	(28.0, 0.0011171053150898901)	(29.0, 0.0013457285842320612)	(30.0, 0.0015647688420928239)	(31.0, 0.0017865471031768463)	(32.0, 0.0020151703723190174)	(33.0, 0.0023341477478287533)	(34.0, 0.002605210066931447)	(35.0, 0.0029104974263248853)	(36.0, 0.003214415784106693)	(37.0, 0.0036196402611491044)	(38.0, 0.004042661759142703)	(39.0, 0.004717579553676178)	(40.0, 0.007637659991282472)	(41.0, 0.014088395585281936)	(42.0, 0.020621271275979184)	(43.0, 0.03233171106186021)	(44.0, 0.12515138933197006)	(45.0, 0.6684519999217479)	(46.0, 2.381880727021448)	(47.0, 6.018411730054841)	(48.0, 11.374062399887478)	(49.0, 16.43417847780793)	(50.0, 18.651417595008336)	(51.0, 17.376677220345723)	(52.0, 12.393878246445288)	(53.0, 7.2213329111697435)	(54.0, 4.230650322448479)	(55.0, 1.8456030946993311)	(56.0, 0.6050891293290758)	(57.0, 0.25563093293640315)	(58.0, 0.11098632965643686)	(59.0, 0.04966600946831632)	(60.0, 0.02822744423019417)	(61.0, 0.01759714671588903)	(62.0, 0.012464759673889032)	(63.0, 0.009584380283020002)	(64.0, 0.00747201079627527)	(65.0, 0.006026345094394235)	(66.0, 0.004802457653597224)	(67.0, 0.0038989165899215774)	(68.0, 0.003099419648729793)	(69.0, 0.0024340848654777264)	(70.0, 0.001828986153137369)	(71.0, 0.0013224555568343553)	(72.0, 0.0009925261684315813)	(73.0, 0.00070640483160096)	(74.0, 0.0005024235914681246)	(75.0, 0.00033677439646092276)	(76.0, 0.00026147930782128556)	(77.0, 0.00021630225463750325)	(78.0, 0.00015332818050253395)	(79.0, 0.00011225813215364092)	(80.0, 9.856811603734325e-05)	(81.0, 9.583011281408371e-05)	(82.0, 8.35090983094158e-05)	(83.0, 7.666409025126697e-05)	(84.0, 7.803309186289674e-05)	(85.0, 8.898510475593487e-05)	(86.0, 9.719911442571347e-05)	(87.0, 0.00010130611926060279)	(88.0, 9.856811603734325e-05)	(89.0, 9.446111120245395e-05)	(90.0, 0.00010678212570712184)	(91.0, 0.00011636513698853022)	(92.0, 0.00010952012893038138)	(93.0, 0.00011636513698853022)	(94.0, 0.00011773413860015998)	(95.0, 0.0002258852659189116)	(96.0, 0.0008241389702011198)	(97.0, 0.004805195656820483)	(98.0, 0.020990901711119222)	(99.0, 0.016886634879453178)	(100.0, 5.612906607682046e-05)
VSVG_3_DKDL250004174-1A_22YNKMLT3_L6_1	(0.0, 7.2542184640534435e-06)	(1.0, 3.6271092320267218e-06)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 1.209036410675574e-06)	(5.0, 3.6271092320267218e-06)	(6.0, 2.418072821351148e-06)	(7.0, 1.209036410675574e-06)	(8.0, 2.418072821351148e-06)	(9.0, 1.209036410675574e-06)	(10.0, 2.418072821351148e-06)	(11.0, 6.04518205337787e-06)	(12.0, 6.04518205337787e-06)	(13.0, 9.672291285404591e-06)	(14.0, 2.0553618981484755e-05)	(15.0, 2.418072821351148e-05)	(16.0, 3.8689165141618366e-05)	(17.0, 6.5287966176481e-05)	(18.0, 9.309580362201919e-05)	(19.0, 0.00011244038619282837)	(20.0, 0.00015475666056647346)	(21.0, 0.00023334402726038578)	(22.0, 0.00036271092320267216)	(23.0, 0.0005295579478759014)	(24.0, 0.0006456254433007565)	(25.0, 0.0007882917397604741)	(26.0, 0.0010603249321624784)	(27.0, 0.0013371942702071846)	(28.0, 0.0015620750425928414)	(29.0, 0.0018449895626909258)	(30.0, 0.0020674522622552314)	(31.0, 0.002343112563889262)	(32.0, 0.002656252994254236)	(33.0, 0.002942794623584347)	(34.0, 0.0032970422919122895)	(35.0, 0.0036101827222772636)	(36.0, 0.0038012104751640042)	(37.0, 0.004472225683088948)	(38.0, 0.005541013870126155)	(39.0, 0.006144323039053266)	(40.0, 0.007590330586221253)	(41.0, 0.011089281958716363)	(42.0, 0.01329214629896726)	(43.0, 0.026615727544612083)	(44.0, 0.13001856656764055)	(45.0, 0.6965778647558571)	(46.0, 2.329663242856907)	(47.0, 6.138200478669606)	(48.0, 11.794631382631673)	(49.0, 16.874974572452988)	(50.0, 19.115919932530932)	(51.0, 17.540210586334904)	(52.0, 12.01981562315641)	(53.0, 6.7929335932519805)	(54.0, 4.014534068500013)	(55.0, 1.621535453269866)	(56.0, 0.39909687398195354)	(57.0, 0.15257314080879336)	(58.0, 0.049623690439768255)	(59.0, 0.028142740531295334)	(60.0, 0.019168063254850546)	(61.0, 0.012699718457736226)	(62.0, 0.009465546059179068)	(63.0, 0.00737270403229965)	(64.0, 0.005891634429222071)	(65.0, 0.004703151637527983)	(66.0, 0.0035956742853491567)	(67.0, 0.002806173509178007)	(68.0, 0.0023273950905504798)	(69.0, 0.0017966281062639028)	(70.0, 0.001333567160975158)	(71.0, 0.0010433984224130204)	(72.0, 0.0008402803054195239)	(73.0, 0.0006661790622822411)	(74.0, 0.0005174675837691456)	(75.0, 0.00044250732630726004)	(76.0, 0.0003893097242375348)	(77.0, 0.0003373211585784851)	(78.0, 0.00030105006625821785)	(79.0, 0.0002454343913671415)	(80.0, 0.00020795426263619873)	(81.0, 0.000212790408278901)	(82.0, 0.00023455306367106132)	(83.0, 0.00024180728213511477)	(84.0, 0.00022488077238565674)	(85.0, 0.00022488077238565674)	(86.0, 0.0002309259544390346)	(87.0, 0.0002587337918845728)	(88.0, 0.00026840608316997737)	(89.0, 0.00027928741086605756)	(90.0, 0.00029500488420484)	(91.0, 0.0002647789739379507)	(92.0, 0.00022850788161768348)	(93.0, 0.00022125366315363002)	(94.0, 0.0002829145200980843)	(95.0, 0.0006432073704794053)	(96.0, 0.0025728294819176213)	(97.0, 0.012992305269119715)	(98.0, 0.05585385506397948)	(99.0, 0.04521675272285579)	(100.0, 0.00026598801034862624)
VSVG_4_DKDL250004175-1A_22YNKMLT3_L5_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 1.4503861689434466e-06)	(6.0, 1.4503861689434466e-06)	(7.0, 1.4503861689434466e-06)	(8.0, 4.35115850683034e-06)	(9.0, 4.35115850683034e-06)	(10.0, 5.8015446757737864e-06)	(11.0, 1.0152703182604125e-05)	(12.0, 1.3053475520491019e-05)	(13.0, 1.5954247858377912e-05)	(14.0, 2.6106951040982038e-05)	(15.0, 3.7710040392529616e-05)	(16.0, 5.801544675773786e-05)	(17.0, 8.847355630555026e-05)	(18.0, 0.00014213784455645775)	(19.0, 0.00022190908384834733)	(20.0, 0.00036114615606691825)	(21.0, 0.000503284000623376)	(22.0, 0.0007150403812891192)	(23.0, 0.000964506802347392)	(24.0, 0.0011748127968441917)	(25.0, 0.0014068745838751433)	(26.0, 0.0017042037485085497)	(27.0, 0.002124815737502149)	(28.0, 0.0025541300435094096)	(29.0, 0.0030313070930918034)	(30.0, 0.003559247658587218)	(31.0, 0.003991462736932365)	(32.0, 0.0044120747259259645)	(33.0, 0.004937114519083493)	(34.0, 0.0057884912002532955)	(35.0, 0.00691399086735341)	(36.0, 0.008027887445101977)	(37.0, 0.009600106052236674)	(38.0, 0.01126079821567692)	(39.0, 0.012528435727333491)	(40.0, 0.01562936135653458)	(41.0, 0.020096550756880396)	(42.0, 0.02356877524533101)	(43.0, 0.03405216647445424)	(44.0, 0.12827360316752737)	(45.0, 0.6440396271608306)	(46.0, 2.3405853366973592)	(47.0, 6.071368717099349)	(48.0, 11.428358429002618)	(49.0, 16.50779934284453)	(50.0, 18.802619194367047)	(51.0, 17.472719505250073)	(52.0, 12.347144708146406)	(53.0, 7.181916353183826)	(54.0, 4.19782223066347)	(55.0, 1.6848933070552365)	(56.0, 0.4702717610320542)	(57.0, 0.1912522713953897)	(58.0, 0.08235727783111574)	(59.0, 0.03779851394883516)	(60.0, 0.024620305217815004)	(61.0, 0.015276917517481324)	(62.0, 0.011536371587776175)	(63.0, 0.008867661036920233)	(64.0, 0.00700246442365896)	(65.0, 0.005314214923008789)	(66.0, 0.0039290961316677964)	(67.0, 0.0031154294908905234)	(68.0, 0.002304663622451137)	(69.0, 0.0016389363709060948)	(70.0, 0.0012531336499671379)	(71.0, 0.0009442013959821838)	(72.0, 0.0006280172111525124)	(73.0, 0.0004583220293861291)	(74.0, 0.00038290194860106987)	(75.0, 0.0003031307093091803)	(76.0, 0.0002480160348893294)	(77.0, 0.0002146571530036301)	(78.0, 0.0002190083115104604)	(79.0, 0.00018564942962476117)	(80.0, 0.000149389775401175)	(81.0, 0.0001334355275427971)	(82.0, 0.00011022934883970195)	(83.0, 0.00012618359669807984)	(84.0, 0.00015664170624589223)	(85.0, 0.00017549672644215703)	(86.0, 0.00022190908384834733)	(87.0, 0.00024946642105827283)	(88.0, 0.00029007723378868933)	(89.0, 0.000353894225222201)	(90.0, 0.0004017569687973347)	(91.0, 0.0004931312974407718)	(92.0, 0.0005569482888742835)	(93.0, 0.0005729025367326614)	(94.0, 0.000610612577125191)	(95.0, 0.0009282471481238057)	(96.0, 0.0032517657907712074)	(97.0, 0.016486539582380156)	(98.0, 0.06542401930870098)	(99.0, 0.051799091637646254)	(100.0, 0.00030603148164706724)
